RIC,ISIN,Company Common Name,Country of Headquarters,Country of Exchange,TRBC Economic Sector Name,TRBC Economic Sector Code,TRBC Business Sector Name,TRBC Business Sector Code,TRBC Industry Group Name,TRBC Industry Group Code,TRBC Industry Name,TRBC Industry Code,TRBC Activity Name,TRBC Activity Code,Organization Founded Year
SYN1955.X,SY0000001955,Synthetic Firm 1955,Iceland,Iceland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2009.0
SYN1956.X,SY0000001956,Synthetic Firm 1956,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1978.0
SYN1957.X,SY0000001957,Synthetic Firm 1957,Sweden,Sweden,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2019.0
SYN1958.X,SY0000001958,Synthetic Firm 1958,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2005.0
SYN1959.X,SY0000001959,Synthetic Firm 1959,Sweden,Sweden,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2002.0
SYN1960.X,SY0000001960,Synthetic Firm 1960,Hungary,Hungary,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1955.0
SYN1961.X,SY0000001961,Synthetic Firm 1961,Switzerland,Switzerland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2001.0
SYN1962.X,SY0000001962,Synthetic Firm 1962,Switzerland,Switzerland,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1990.0
SYN1963.X,SY0000001963,Synthetic Firm 1963,Germany,Germany,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2022.0
SYN1964.X,SY0000001964,Synthetic Firm 1964,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2018.0
SYN1965.X,SY0000001965,Synthetic Firm 1965,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1990.0
SYN1966.X,SY0000001966,Synthetic Firm 1966,Czechia,Czechia,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1986.0
SYN1967.X,SY0000001967,Synthetic Firm 1967,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1934.0
SYN1968.X,SY0000001968,Synthetic Firm 1968,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1966.0
SYN1969.X,SY0000001969,Synthetic Firm 1969,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1988.0
SYN1970.X,SY0000001970,Synthetic Firm 1970,Switzerland,Switzerland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1962.0
SYN1971.X,SY0000001971,Synthetic Firm 1971,Czechia,Czechia,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2003.0
SYN1972.X,SY0000001972,Synthetic Firm 1972,Luxembourg,Luxembourg,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1981.0
SYN1973.X,SY0000001973,Synthetic Firm 1973,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,0.0
SYN1974.X,SY0000001974,Synthetic Firm 1974,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1927.0
SYN1975.X,SY0000001975,Synthetic Firm 1975,Romania,Romania,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1976.0
SYN1976.X,SY0000001976,Synthetic Firm 1976,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1939.0
SYN1977.X,SY0000001977,Synthetic Firm 1977,Sweden,Sweden,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,0.0
SYN1978.X,SY0000001978,Synthetic Firm 1978,United Kingdom,United Kingdom,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,2003.0
SYN1979.X,SY0000001979,Synthetic Firm 1979,Austria,Austria,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,0.0
SYN1980.X,SY0000001980,Synthetic Firm 1980,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1912.0
SYN1981.X,SY0000001981,Synthetic Firm 1981,Sweden,Sweden,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1967.0
SYN1982.X,SY0000001982,Synthetic Firm 1982,France,France,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1976.0
SYN1983.X,SY0000001983,Synthetic Firm 1983,Portugal,Portugal,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1897.0
SYN1984.X,SY0000001984,Synthetic Firm 1984,Luxembourg,Luxembourg,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1947.0
SYN1985.X,SY0000001985,Synthetic Firm 1985,United Kingdom,United Kingdom,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,0.0
SYN1986.X,SY0000001986,Synthetic Firm 1986,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2016.0
SYN1987.X,SY0000001987,Synthetic Firm 1987,Spain,Spain,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1975.0
SYN1988.X,SY0000001988,Synthetic Firm 1988,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2013.0
SYN1989.X,SY0000001989,Synthetic Firm 1989,Belgium,Belgium,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2003.0
SYN1990.X,SY0000001990,Synthetic Firm 1990,Germany,Germany,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1981.0
SYN1991.X,SY0000001991,Synthetic Firm 1991,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1981.0
SYN1992.X,SY0000001992,Synthetic Firm 1992,France,France,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1992.0
SYN1993.X,SY0000001993,Synthetic Firm 1993,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1938.0
SYN1994.X,SY0000001994,Synthetic Firm 1994,Iceland,Iceland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1966.0
SYN1995.X,SY0000001995,Synthetic Firm 1995,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1958.0
SYN1996.X,SY0000001996,Synthetic Firm 1996,Portugal,Portugal,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1954.0
SYN1997.X,SY0000001997,Synthetic Firm 1997,Russia,Russia,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1954.0
SYN1998.X,SY0000001998,Synthetic Firm 1998,Iceland,Iceland,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1941.0
SYN1999.X,SY0000001999,Synthetic Firm 1999,Germany,Germany,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2005.0
SYN2000.X,SY0000002000,Synthetic Firm 2000,Denmark,Denmark,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2020.0
SYN2001.X,SY0000002001,Synthetic Firm 2001,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2025.0
SYN2002.X,SY0000002002,Synthetic Firm 2002,Poland,Poland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,0.0
SYN2003.X,SY0000002003,Synthetic Firm 2003,Lithuania,Lithuania,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2007.0
SYN2004.X,SY0000002004,Synthetic Firm 2004,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2009.0
SYN2005.X,SY0000002005,Synthetic Firm 2005,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1964.0
SYN2006.X,SY0000002006,Synthetic Firm 2006,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2002.0
SYN2007.X,SY0000002007,Synthetic Firm 2007,Norway,Norway,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1992.0
SYN2008.X,SY0000002008,Synthetic Firm 2008,Greece,Greece,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2002.0
SYN2009.X,SY0000002009,Synthetic Firm 2009,Iceland,Iceland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2016.0
SYN2010.X,SY0000002010,Synthetic Firm 2010,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1936.0
SYN2011.X,SY0000002011,Synthetic Firm 2011,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2004.0
SYN2012.X,SY0000002012,Synthetic Firm 2012,Norway,Norway,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1966.0
SYN2013.X,SY0000002013,Synthetic Firm 2013,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1984.0
SYN2014.X,SY0000002014,Synthetic Firm 2014,Denmark,Denmark,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2014.0
SYN2015.X,SY0000002015,Synthetic Firm 2015,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1992.0
SYN2016.X,SY0000002016,Synthetic Firm 2016,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,0.0
SYN2017.X,SY0000002017,Synthetic Firm 2017,Greece,Greece,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2016.0
SYN2018.X,SY0000002018,Synthetic Firm 2018,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2010.0
SYN2019.X,SY0000002019,Synthetic Firm 2019,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2019.0
SYN2020.X,SY0000002020,Synthetic Firm 2020,Poland,Poland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2011.0
SYN2021.X,SY0000002021,Synthetic Firm 2021,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1953.0
SYN2022.X,SY0000002022,Synthetic Firm 2022,Czechia,Czechia,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2005.0
SYN2023.X,SY0000002023,Synthetic Firm 2023,Sweden,Sweden,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1957.0
SYN2024.X,SY0000002024,Synthetic Firm 2024,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1976.0
SYN2025.X,SY0000002025,Synthetic Firm 2025,Turkey,Turkey,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1977.0
SYN2026.X,SY0000002026,Synthetic Firm 2026,Turkey,Turkey,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2008.0
SYN2027.X,SY0000002027,Synthetic Firm 2027,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1976.0
SYN2028.X,SY0000002028,Synthetic Firm 2028,Israel,Israel,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2023.0
SYN2029.X,SY0000002029,Synthetic Firm 2029,Spain,Spain,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1978.0
SYN2030.X,SY0000002030,Synthetic Firm 2030,Israel,Israel,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1969.0
SYN2031.X,SY0000002031,Synthetic Firm 2031,Hungary,Hungary,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1994.0
SYN2032.X,SY0000002032,Synthetic Firm 2032,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1980.0
SYN2033.X,SY0000002033,Synthetic Firm 2033,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1989.0
SYN2034.X,SY0000002034,Synthetic Firm 2034,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1985.0
SYN2035.X,SY0000002035,Synthetic Firm 2035,Luxembourg,Luxembourg,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1968.0
SYN2036.X,SY0000002036,Synthetic Firm 2036,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1955.0
SYN2037.X,SY0000002037,Synthetic Firm 2037,United Kingdom,United Kingdom,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2018.0
SYN2038.X,SY0000002038,Synthetic Firm 2038,Netherlands,Netherlands,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1977.0
SYN2039.X,SY0000002039,Synthetic Firm 2039,Romania,Romania,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1979.0
SYN2040.X,SY0000002040,Synthetic Firm 2040,Switzerland,Switzerland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2008.0
SYN2041.X,SY0000002041,Synthetic Firm 2041,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1946.0
SYN2042.X,SY0000002042,Synthetic Firm 2042,France,France,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2016.0
SYN2043.X,SY0000002043,Synthetic Firm 2043,Denmark,Denmark,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1953.0
SYN2044.X,SY0000002044,Synthetic Firm 2044,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1989.0
SYN2045.X,SY0000002045,Synthetic Firm 2045,Turkey,Turkey,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,0.0
SYN2046.X,SY0000002046,Synthetic Firm 2046,Czechia,Czechia,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1996.0
SYN2047.X,SY0000002047,Synthetic Firm 2047,Poland,Poland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1987.0
SYN2048.X,SY0000002048,Synthetic Firm 2048,Germany,Germany,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1974.0
SYN2049.X,SY0000002049,Synthetic Firm 2049,Sweden,Sweden,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1982.0
SYN2050.X,SY0000002050,Synthetic Firm 2050,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1979.0
SYN2051.X,SY0000002051,Synthetic Firm 2051,Switzerland,Switzerland,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1935.0
SYN2052.X,SY0000002052,Synthetic Firm 2052,Spain,Spain,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,2014.0
SYN2053.X,SY0000002053,Synthetic Firm 2053,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2015.0
